,date,funny,business_id,text,user_id,useful,cool,stars,review_id
438350,2016-06-21,0,JJAwT9R6Fp2yyWHtWFA8uQ,"The variety of rolls and appetizers are endless here. Waiter was pretty attentive even though it's busy. Sushi chef was very nice and polite; super plus! The rolls are amazing here. The spice was right, no need for soy sauce. Shrimp tempura was kind of rough; the batter taste like McDonald chicken nuggets. All and all it was a good experience.",o5dNJyE-lC-MZyz5S4wnQA,0,0,4,cavFtGx_Hc9orSrzD_pd9A
447691,2016-03-19,0,JJAwT9R6Fp2yyWHtWFA8uQ,Do yourself a favor and EAT HERE! They have so many unique and fresh options on their menu. My friend and I passed through on vacation and this will be our spot from now on!!!,CvbiPPm36tcKea0MU1zqpQ,0,0,5,cny5-bCz43ZOJCUhDkYaTg
461788,2016-12-18,0,JJAwT9R6Fp2yyWHtWFA8uQ,"Food was ok, we got several rolls and nothing was outstanding. Service was crappy, not a busy night and they still didn't serve our  refills. I would not come back again,",gtD6PKSPUe6tmxUBfkFLWw,0,0,2,jfPQTdun9vlawkca5mpJuA
468740,2015-10-06,0,JJAwT9R6Fp2yyWHtWFA8uQ,"AYCE is the best here. Fish is super fresh. Service is amazing. Normally with all you can eat, you are limited to very few rice filled basic rolls, not here, you get to choose basically anything you want. The rolls are made with attention to detail with extremely fresh fish. Will be back for sure.",-3Qil_ONGErPpr9cUGBVqQ,0,0,5,8A8Om8woBV2ivwRHOC7xPw
499752,2017-05-26,0,JJAwT9R6Fp2yyWHtWFA8uQ,"I'm not sure why this place has received such good reviews.  Frankly, my experience was underwhelming, to say the least.  The appetizers selection was fairly wide, though the few good items were limited to one order per person (like oysters, and random for a sushi restaurant, galbi).  Nigiri selection was overall decent, though the uni was suspect (had a weird dark mustard color and sure enough, tasted odd).  Overall, fish was OK, though the salmon belly did stand out. 

I'd be willing to come back here again, until I realized there are better and more affordable options (read: Goyemon Sushi, despite the always long wait).  Service was probably the deal breaker.  I basically had to stack all the empty plates to the edge of the table for someone to notice and come remove them/take new orders.  For an AYCE sushi place, there seemed to be a lot of resistance to our party ordering more food.  After our first initial order, we wanted more food, but was met with the waitress asking if we're gonna ""finish all that food""?  Uh.. YEAH, we just barely started!  Another time we ordered, the waitress warned us that we have to eat all the rice that comes with the nigiri sushi.  She must have spotted the roll of rice that was left on my friend's plate.. the same one that dropped on the table beyond the five-second rule and she decided to not eat.  Thought that comment was unnecessarily passive aggressive.  Lastly, when it came time to dessert, it was only one order per person.  Good thing there were a few of us so we were able to each order different things and share.  

Funny ""AYCE"" place.",4vV2td4BgUmGJ8ozhwzOVg,1,0,2,Nnr2xyMwdkyNWNHV7oecoA
503354,2017-09-24,0,JJAwT9R6Fp2yyWHtWFA8uQ,"I came in with a party of 5 around 8pm on a Friday night and was helped immediately. The servers worked quickly to put a table together for all of us. We all got AYCE and ordered a shit ton on our first round and the server got everything down with ease and no mistakes were found when our orders came through. 

The place was fairly crowded but the three servers all worked together to get everything done quickly. I'm pretty sure I experienced the best customer service ever here so I'm very impressed. The three girls were very attentive to every customer and made sure we had no issues with anything. Whenever we asked for extras like more ginger etc. they promptly did so without showing irritation. I get that being a server isn't the best job out there, but as the millennial I am, I feel bad constantly asking serves to do their job lol and it was nice not to feel like a burden. I didn't have to ask for anything twice (god forbid) and they were all just sweethearts about everything. 

The atmosphere of the place itself was nice. It was fairly calm and not too big. It is a spacious but cozy place. Definitely a new go to spot for sushi in Vegas.",vG_iJjF8Pwwu6PYd1cAkWg,0,0,5,rwEvqQNr4Lf-Xx9amjsPrA
516169,2015-07-22,0,JJAwT9R6Fp2yyWHtWFA8uQ,"Excellent in every way. Close to work, which is great. Very quick, strong service (which is a huge exception to your average AYCE place). The sushi nachos are bomb. Only suggestion is more rolls with that tasty orgasm sauce!",LeJ9mED02AH6T0csaT71qg,0,0,5,5cYunllTAVTXkmuCdDv9og
521880,2015-11-06,0,JJAwT9R6Fp2yyWHtWFA8uQ,The food is great. Some of the best a.y.c.e. I've had. Unfortunately this is not the place to go for lunch if you work at the offices at Howard Hughes as the service is very slow. They are no where near ready to handle a lunch crowd. If you have a lot of time it's delicious!,37UXlyTRnDxfkf0QLvv1uA,0,0,2,XSw_qBGkx9upewJ0G6maVQ
522691,2016-01-19,0,JJAwT9R6Fp2yyWHtWFA8uQ,"This place has Amazing sushi. Such a great variety. Everything tastes so fresh. Definitely get all you can eat. It is the best ""bang for your buck"". The staff was extremely helpful and super friendly. The absolute best service. Highly recommend this place. You must go.",1uTIFHPaOYd0tSrJDFBwiA,0,0,5,U5EOPvx9QBCHK0cqTrNOHQ
532757,2015-08-11,0,JJAwT9R6Fp2yyWHtWFA8uQ,"My girlfriends & I yelped this place since we're from outta town & were craving some sushi. The food was amazing & the service was good too. The owner (a young woman I think?) even gave us ice cream. The only thing is when my friend & I ordered our bento boxes we didn't get the miso soup & when I asked about it the male server said I had to request it, & also my bento came with no salad. I thought that was a little odd since the menu said it came with it, but no biggie, then fish was fresh & rolls were amazing anyways! :)",W43eWn46Kwh6CpOP0B3C3Q,0,0,4,Y_ssv3SoSHNNRIq4P8mgtg
539832,2016-03-11,0,JJAwT9R6Fp2yyWHtWFA8uQ,Very good sushi the hostess was awesome! Eat here! AAA grade fish! Super awesome pricing I had the the eel and yellow tail 2 roll special it was delicious.,HGN7VARRSkm_M0G6OW1FGA,0,0,5,38Xm5qQi8PE3qpIuxAi4yQ
553238,2016-10-21,0,JJAwT9R6Fp2yyWHtWFA8uQ,"It very very rare I attempt to write a review, however this place is very clean nice atmosphere  very reasonably priced. They are kind an friendly they are also very attentive 

I decided on the all you can eat sushi the selection is crazy you will not be disappointed. Try the spicy tuna seaweed salad worth coming back for daily. 

A must visit while in Vegas",ygi1sHO-5LrUe9yISXXXuA,0,0,5,stKlS3KOKgvDHlxL2UhUWQ
554773,2016-01-03,0,JJAwT9R6Fp2yyWHtWFA8uQ,"Mmmmmmmm it's ok !!
Decent sushi AYCE place

Service was ok !!
Appetizer was pretty good
Mini udon , baked green massless , shrimp tempra Etc........

Sushi was lil bit disappointed to me tho 
Cuz some of fish was still frozen ...
I'm Japanese so I can't really understand sushi chef serve frozen sushi to customer ok ??????? 

I've been trying to many AYCE sushi in Las Vegas ... I think I still like goyemon or sushi mon better ...",JIZgx3I65P0YO_zP40--Ng,0,0,3,fwZ25Vp_CLaDA9Jr9r8Zkg
587962,2016-02-19,0,JJAwT9R6Fp2yyWHtWFA8uQ,Excellent. Am not accustomed to AYCE sushi and I was a little skeptical. But everything I had was great. Sit at the sushi bar and the sushi chefs will take care of you. Service was friendly and very good. I had the Galbi and it was amazing. They will do half rolls for you if wish to try a variety and not get too stuffed too quickly. My only regret is that I didn't come here sooner. But I will be back for sure.,b5KdcCLg_e7GRwdyl8NI-w,0,0,5,c4QUbOJtkBIRavsZyJiSHA
592961,2015-07-07,0,JJAwT9R6Fp2yyWHtWFA8uQ,"This restaurant feels good from the moment you walk in. The staff is wonderful, fast and friendly. The food is very well prepared and reasonably priced. The whole restaurant is immaculately clean and inviting. I highly recommend...",Ab8CeUbELQc5Jg1DxtbHlg,0,1,5,84bCpTEyfbi-fBz0g3x0Yg
616259,2017-09-15,0,JJAwT9R6Fp2yyWHtWFA8uQ,"Service was great but the sushi was hit or miss. The Big Easy was awesome, but the Viva Las Vegas looked much better than it actually tasted",pcVJQ6fHQQ73MAi1YMkcdQ,0,0,4,ADB3TfTCUDmRBStnXoYfbg
653715,2016-06-07,1,JJAwT9R6Fp2yyWHtWFA8uQ,Don't miss this if you love sushi. It has to be the best sushi value in Vegas. Great service and terrific food.,4mlTuy3oWY_M-65cpXFf0w,1,1,5,NlUA_WK_HvAY_0J5izg9Qw
665162,2015-12-21,0,JJAwT9R6Fp2yyWHtWFA8uQ,"Highest quality fish & seafood out of any Vegas AYCE Sushi joints I've been to, including yama, sakana, twister, goyemon, and kaya. Super fast service. The Salmon Tare Tare is delicious. Sushi Nacho is killer. All nigiri is of the highest quality/freshness. Large selection of flavored japanese sake and beer. Order the ""sake cooler."" Also has great lunch specials if you are on the go. New favorite sushi place.
Free wifi. Don't forget to ask for a stamp card!!",oHz7cn9zP4l8h1PByYcF-g,1,0,5,LYk-wZMsrcXxyu2S4nWUPQ
666699,2015-11-08,0,JJAwT9R6Fp2yyWHtWFA8uQ,Simply amazing! If you love sushi come here they treat you great and have AMAZING food hands down favorite place I've been to.,A-WkOA-CUMAeqlGVFOrGNA,0,0,5,kDdpc1rwJYeKJ806Fi62Sg
669143,2015-08-12,0,JJAwT9R6Fp2yyWHtWFA8uQ,"Absolutely amazing place. We actually originally showed up to a neighboring Japanese restaurant but left due to the odd smell and unfriendly guests and employees. We wandered into Sushi Way randomlly and man were we impressed. The fish quality was fantastic! Thick slices of fish. GREAT price with the all you can eat. Me and my girlfriend must have sat there and ate for 6 people. The host/Server was very nice and our sushi bar man Juno was so nice. Gave us his full attention, recommending dishes, making them promptly. We had some great food and will be coming back next time we're in town.",c6blpaBtd3tY2hs06xsrNw,0,0,5,lIPnzIAfYx-9Jd15_96_Iw
675285,2016-04-20,0,JJAwT9R6Fp2yyWHtWFA8uQ,Some of the best sushi I've ever had! The All You Can Eat menu is a rediculiously good value because it includes the entire menu. I ate about $50 worth of food for $26. The chefs really know what they are doing and you can tell that they love their jobs. Extremely fast service too. It was moderately busy the night we went. We got our rolls in less than 5 minutes each time we ordered. I HIGHLY recommend this place if you are out in Vegas. It is on par with the high end sushi restaurants out here.,1-fu2r_dHEeVPDZO7cgDSQ,0,0,5,KTft5radRXLVXxdUCR5FUg
689133,2015-12-23,0,JJAwT9R6Fp2yyWHtWFA8uQ,Very accommodating that we were in a hurry. Food came out super fast and it was all very fresh and delicious! Highly recommended.,8pVK68juaIP23WYEf3s2kw,1,0,5,Sf_oNhjIUmz-KAkHhf0Amw
