,date,funny,business_id,text,user_id,useful,cool,stars,review_id
362835,2014-08-26,0,98hNRWW4AC5IzEg4BP3f5Q,"I've been going to Sage Sushi for almost 8 years now. They are right down the street from where I live and I absolutely love the owner and the staff who work there. It may be a little dated on the inside, but I love the kitsch 80's sushi vibe on the inside. I've never once had bad service, always fresh fish, and the chefs have always prepared everything quickly and effectively. My favorite thing on the menu is the Monkey Roll. The banana tempura with the white pearl sauce is so amazingly delicious. The AYCE portion of the menu is pretty extensive and they have lots of great options. 

They are a wonderful little business and I will continue to be a regular customer of theirs. I've eaten at just about every sushi restaurant in Las Vegas. From The Strip's 5 star cuisine, to hole in the wall Japanese locations. Sage Sushi will always be my first choice when going out for sure though! They never disappoint! 5 stars",qyw2WYZKHam8ApP93UwhVQ,1,0,5,DR5dWm25oDGCrSLaiEzsEg
383726,2015-09-20,0,98hNRWW4AC5IzEg4BP3f5Q,"oh, my what can i say... the best sushi... clean, fresh, and awesome price for ayce!!!!!!!",dRjAEpCOmN7OtbEUC49h3A,0,0,5,lZ6m3OrvbE-0tXKXlXJUuA
399622,2017-03-25,0,98hNRWW4AC5IzEg4BP3f5Q,"Cold food, forgot we were there. Miso Soup was salty and not hot. When our food came, only half our order came out, while my mom waited an additional 15 mins and still no food for her. The owner said ""Its the Kitchens fault"" so we decided to leave. The owner said ""I'll give you 50% off"" cold food was not worth it. We paid for 2 rolls and left... never again.",nGDFbUi0hfBE2Ko9MxyYgA,0,0,1,R7hH-5daZJ-c720h1CHmzQ
472467,2010-05-02,0,98hNRWW4AC5IzEg4BP3f5Q,"Big change from the previous reviews as far as appearance. First the Chefs and waitress were in costume playing the part. They also advised me to choose more than 1 role because it could take some time in between orders. 

Appetizers are included with All You Can eat. BIG Plus! The food came in about 10 to 15 minutes. But, I was 1 of five customers there. Now the bottom line.

This place needs a little more for example checking on your drink when the ice melts (I ordered Ice Tea). The Sushi was Average. So the price was expensive. All-You-Can Eat Dinner was 25.00. The special which comes with Saki was displayed as 32.00 per person. 

This place has potential to get better. For now, I advise that you got to your local favorite so you don't feel like ""I should have made the extra Drive to get what I want.""",5POgpnBZUZhXjADHZl30Gg,1,1,2,luD7A9b6NuIwb--rve2Czw
472587,2009-09-28,0,98hNRWW4AC5IzEg4BP3f5Q,"I went to this place at 1 50 pm, which was 10 minutes before the happy hour. And by the time I sat down it was already 1 55pm.  So I asked the sushi chef if it was ok to start the all u can eat or should I wait till 2 pm. He told me it's fine, I could start ordering. It was ok in the begining. But they got a bit busy later on and when I try to order more sushi they try to pretend that they didn't hear me. And when I got my bill they charged me for the regular price because the waitress saw us came in at 1 45 . What a scam",6GdgeZkEvnYT4s2IDuYUzA,0,0,1,CfWg-BIZxozbclclCOTI0Q
489500,2016-06-07,0,98hNRWW4AC5IzEg4BP3f5Q,"Walked in and was immediately seated by a very nice waitress which was the only positive thing I found.  While we were there, we were given menus with chunks of half dried fried rice, stuck in the pages.  While waiting for the drinks, there was a customer having a very loud, obnoxious political conversation with the sushi chef.  Dropped F-bombs in front of the kids.  Got up and left, no thanks.  Seemed overpriced anyway.",cDULSxRKBsbYVzsqrKd6Dw,0,0,1,_WRSYu1wYZMkB9b9tibv2g
501799,2010-10-28,1,98hNRWW4AC5IzEg4BP3f5Q,"i really can't understand all the bad reviews, but i wasn't there for the experiences so it's not in my place to criticize them.  however, my experience here was different, and quite pleasant.  first, the owner is japanese, so you know you're getting authentic japanese food.  second, the sushi chef, as well as the cook are japanese, so it's definitely legit.  

the problem with this place is perhaps the signs outside advertising AYCE and the pricing, as well as the ""free food on your birthday"" gimic.  i mean, let's face it, when eating establishments market itself in such a way, it does make you wonder about the quality of food being served.

that said, as i've stated above, my experience was pleasant.  i ordered the AYCE sushi for 25 bucks, and had the omakase, which was wonderful.  i also had a salad, miso soup, tempura, spring roll, and for dessert - green tea ice cream.  not bad at all, in fact i felt very at home and warm inside.

i can't wait to tell my parents about this little neighborhood gem of a sushi shop that i've discovered.",tpk11JfvDtOEh20j00rsiA,6,3,4,QWHj_6wVr--2Hj_Dsm7Hgg
651753,2016-03-14,0,98hNRWW4AC5IzEg4BP3f5Q,"Most of the time I've gone here, even while sitting at the bar, normally there's a chef too drunk to serve. I don't know his name. The owner is kind. But I believe it's switching over to a new owner. They never have had uni. And I've gone here sooo many times. There's never enough servers. And most of the servers forget orders. 

People are giving this place 5 stars because if you give them 5 stars, they'll give you a free soda or sake... but I don't get bribed easily. I'm just here to be honest.. 

All though I've gone here many times, it's only because everywhere else was too busy.. 
Maybe things will change with the new owner. & on Valentines day, they were closed.. just gonna say 2 stars. 
They have sushi. Just takes a while to get to you.",WWCmRd10OQbodmmNB8mkgQ,3,2,2,mVnP0p6XvO_wj1GiiysGwQ
703093,2016-02-20,0,98hNRWW4AC5IzEg4BP3f5Q,The food was great but the service was horrible. It took 2 hours and several times to tell the waitress that we order a Vegas roll. We finally gave up.,XERyR_mSat1Kv_7m5Gq3Fw,0,0,1,r44obu91Imziq-ZDhDXXaQ
740275,2015-12-26,0,98hNRWW4AC5IzEg4BP3f5Q,"My wife and I eat here at least 3 times a month this place is great, the food, service and the people are the the best.",ie0GdLHvFy7x0gd48ZVvWA,0,0,5,cBQ-uIjwKYtdkDTCd5Us-A
775294,2015-11-18,0,98hNRWW4AC5IzEg4BP3f5Q,Love Sage Sushi and the gang there. Ms. Mary is a great leader. The servers are great. I was helped by Susan today and the service was awesome. I enjoyed the Dream roll and the Creamy Mermaids. A good place and they don't hover over the AYCE purchasers.,QR8H6QO6Wzhs-3QJVbP8Sg,0,0,4,SAP-DQe_dTGX0DZNgPC62g
851244,2014-12-09,1,98hNRWW4AC5IzEg4BP3f5Q,"..I'm updating my review.. while Sage has changed since I first step through the doors and chefs and servers have come and gone, this place has become my home away from home. Mary has become like a mother to me, and Joy, while she is a recent addition, is like my hanai sister (""adopted"" in Hawaiian) and John, also a new addition, I found in him a good friend, and Salvador.. not too sure about him, I think he owned part of Mexico or something...?? and then there is Shinji San, who has become like a brother to me. I can always come here to get away from my troubles for awhile and find good sake and beer, great sushi and priceless company. Thank you to my family at Sushi Sage!",4a0RAeVe9pNLdlZcyS0KZQ,1,0,5,1gMYv3byGyd-ABdO-73FXQ
885762,2017-08-14,0,98hNRWW4AC5IzEg4BP3f5Q,"Excellent service!! Food was Amazing!!! 
We recently moved to the neighborhood, and was hoping to find a great sushi place. We found it!!!",W_CQZFNAWNFsPb0aZBN5kg,0,0,5,8brpoKH9fbLC4noQzL2MzQ
1002723,2016-03-04,0,98hNRWW4AC5IzEg4BP3f5Q,"I'm always nervous about trying new AYCE sushi places, but I am SO glad we came here. The sushi was delicious. I loved everything our server recommended. The chefs are amazing and super friendly, and it was so cozy. We caught the restaurant on a slow day, and it was perfect to try the AYCE. We'll definitely be back!! Shout out to the little gal that was our server, she said she was new to the restaurant but she's SO SWEET!!",r8uRJT-0CTsqX5118L6acg,1,1,5,C4RD6PyMLFcRHm75CPu34A
1015317,2014-07-05,0,98hNRWW4AC5IzEg4BP3f5Q,First time here.  Did the ayce. Both sushi chefs and server was Filipino a first I have to say. $21.95. Place is out dated. Need to upgrade the furniture. A little too dark. Food tasty and lots of sides to order besides sushi. They have several tv's to view. They also have a all you can eat and drink. You can order full rolls or half.,dC9pqTxOJ18Zjh6r5otwSA,2,0,3,fzz790_9gPmD4caqu54qHg
1111334,2016-09-06,0,98hNRWW4AC5IzEg4BP3f5Q,"Great food at a reasonable price, my new favorite sushi place in North West las vegas check them out",ErXsgebTgq3Mi7HBA0-FlA,0,0,5,xkgj8nVclHEK46QC_FMJrA
1161507,2017-08-25,0,98hNRWW4AC5IzEg4BP3f5Q,The worst sushi restaurant in Las Vegas !!!!! Horrible service from waitress and sushi chefs ... food is horrible just all around really bad place,gsptMy73b1CMUWqJ0pwCnw,0,0,1,dxl1UO1_jMyQvFlFcu2PmQ
1165813,2014-03-20,0,98hNRWW4AC5IzEg4BP3f5Q,"Great service and great food. I used to dine here 2-4 times a month. If i hadn't moved 45mins away i would continue eating here. a must try for any sushi fan! the best roll in my opinion was the ""Drew James Roll""",bcsGgkChv9B7ZpgQdZBNNQ,0,0,4,ejYFcuMmvi-0Y0b9fbCntg
1245971,2017-04-25,0,98hNRWW4AC5IzEg4BP3f5Q,"First time eating here and it's AMAZING!!  Great taste, beautiful presentation and great value. Thank You",5jvlG1iSWVrJoslC1fsa2w,0,0,5,mPqdrcpksifrx76cTow8Eg
1258874,2018-05-28,0,98hNRWW4AC5IzEg4BP3f5Q,Great food and good service! The menu has not only sushi but also some traditional Japanese dishes like  katsudon and different bento box meals. The variety is nice because I can eat here with friends who don't like raw fish but they can still find lots of options. Try the Screaming Tuna Salad... absolutely one of my favorites!,2EiX7-liV8HdbDmMdn02Jg,0,0,5,X2T_Zh3aPCww4aUW94KuVw
1276432,2013-12-27,0,98hNRWW4AC5IzEg4BP3f5Q,"Went there for the first time with a friend, who had been recommended by a friend.... The atmosphere was pleasant and appeared clean. The wait staff was friendly, albeit somewhat slow, and accomodating of a service dog (the floor is carpeted and there is sufficient space under the table for a SD).
The food was good; I enjoyed the seaweed salad and found the sushi to be tasty. Not all the fish was exceptional, but it was good; and there was a nice selection of specialty rolls (I recommend the Monkey as a dessert roll). I thought the AYCE price was a bit high at almost $27 and I'd be more likely to rate it 2.5-3 $ signs (I'm used to $20 for AYCE else where).
All in all I enjoyed myself and I will return to Sage when back in town.",Y-Gpl8JdqkfKdbOtCDvZ3Q,1,0,4,OmS6TQp0N9lsw36IaO33IA
1297684,2016-01-19,0,98hNRWW4AC5IzEg4BP3f5Q,"This little sushi bar is not fancy but it is a spectacular neighborhood bar.  I eat here a couple of times a month and the food is always excellent. Service can be slow if they have a big group in eating all you can eat but when it's just small table of 2 or 4 people the service is wonderful,fast and friendly! 

Try the creamy mermaids, the screaming tuna (salad and roll) and my personal favorite the Asian pillows!",UTdwr4XKi55tvEIsvFuQFA,1,1,5,qTm-ibuXOX0qB-wxNj9RCw
1336193,2014-03-03,0,98hNRWW4AC5IzEg4BP3f5Q,"We've never eaten inside and always order to go over the phone. I like it. Their spicy rolls are among my favorites, but my wife isn't into spicy at all. They have tons of different kinds of California rolls. 

Price varies from cheap to expensive depending on how many rolls you get and what kind of rolls they are.",L7xRncCG-irmaFlDNhMHiA,1,0,3,kMmNbPQO9IF_Uw9jdkMlEA
1342740,2012-04-13,0,98hNRWW4AC5IzEg4BP3f5Q,"When I walked in the door, it felt like I was in a sushi restaurant in Kobe, with the bamboo entrance, and the running fountain.  Being greeted in Japanese, and the waitresses dressed in Kimono's was quite impressive.  Food presentation was definitely 5 star.  I didn't have to ask for drink refills, I actually had to ask the waitress, to stop refilling my drink.  I had the chicken katsu dinner--it came with california roll, vegetable and shrimp tempura, salad, miso soup and sliced oranges.  And one can order entree's or all you can eat sushi--and if it's your b'day, they have specials.  The price is reasonable, and I am definitely returning to try their lunch menu.  You can't beat Sage Sushi Bar.",JV0IPjRyMhZEDlEfS3M-wg,1,0,5,1XafPl4paJdtP_6piUc_Ag
1481208,2015-12-26,0,98hNRWW4AC5IzEg4BP3f5Q,It was good but super pricy in my opinion. 63.00 for my girl and I for LUNCH. The board behind the bar said a large hot sake was 6.00 and when I was checking out was charged 7.00. I had all you can eat and my girl had the baked Alaskan roll...,tCKG5SBWL38j0oRu6duubw,0,0,3,E6IKo8JoCrT3lsqyer5xYw
1532259,2014-11-22,0,98hNRWW4AC5IzEg4BP3f5Q,"Good food the creamy mermaids are awesome they are worth the trip for sure. Staff is awesome they know your name and know your order. We go about once a week it's our go to spot, and we will keep going back for the excellent service and the great food.",vBdQsG1ZDKPwcB1pcRGA3g,0,0,4,pQ52l3mlgZlTFLZGRDmCXw
1583173,2017-04-29,1,98hNRWW4AC5IzEg4BP3f5Q,"My regular Sushi stop
Cici is great 
The chefs are terrific and fun

I come here a couple time a month

Baked Muscles
The Dream
SSS
Hand rolls
....it's all great every time",offQfRBWOjGQXKy68GiejQ,1,0,5,CClwLKPc_i1owwquAmoXAA
1673764,2018-04-06,0,98hNRWW4AC5IzEg4BP3f5Q,"We have been coming here for years. Sushi chefs are amazing! Waitress so so. We eat here so often that we keep a punch card. Then we noticed on the punch card one of the host/waitress crossed out the word ""lunch"". As much money we have spent here I don't like when restaurants become greedy and start to rip off loyal customers. Just saying.",mBEwJXNl_iyhVjxpZyKm0Q,2,0,3,sIkyP5VI6HA1Bl4_S0Tnpw
1701756,2016-03-28,0,98hNRWW4AC5IzEg4BP3f5Q,Food was great and so was the customer service. The interior was clean with a nice design. I'll definitely be back!,v-EigfU2X-eV8tkAdCyIyw,0,0,5,-9ralLDmzrZ2vcK0llOdPQ
1739124,2017-01-22,0,98hNRWW4AC5IzEg4BP3f5Q,"New owner has taken it too another level new carpet paint chairs menu etc 
Love the service love the food",UCYN9MTaW_EbTHOlH-9OvA,0,0,5,H5fyEdXD1AeJucCPSYr1fQ
1823882,2016-05-23,1,98hNRWW4AC5IzEg4BP3f5Q,"Visited on a Friday night around 6:45.  Waited about 20 minutes to get seated.  Another 20 minutes for waiter to appear at our table.  Appetizer was great!  Sushi was good.  I've had better, but we were quite hungry, and ordered several rolls.  After 2 bites, all the rolls start to taste the same.  Vince the waiter was efficient, but no personality or recommendations.  Would  I return?  Probably not.",EhGux6qaU3OpURxfUwdHqQ,0,0,4,vCRar9MS2dSTLLXpE9YJrw
1828989,2016-03-04,0,98hNRWW4AC5IzEg4BP3f5Q,"The sushi here is delicious. The only drawback is the service, its def hit or miss. Jamie(waitress) is wonderful. She is friendly and attentive and if you eat their often enough she even learns what you like and will suggest your favorites when you sit down. 

Our favorites are the Lisa Lisa , Hurricane Ahi, Japanese Lasagna, and creamy mermaid.

The environment is clean and traditional and usually not to crowded.",OCBmd2Knazy7GH6xliiPqA,3,1,4,kFICoO2exNEn6zrNMjfciQ
1872919,2013-04-21,3,98hNRWW4AC5IzEg4BP3f5Q,"NEVER GO HERE.
As soon as we walked in, we were given a tray, at the bar. They were ""fresh out of the dishwasher"". However, they were dripping wet, and when I reached out for mine, there was a sauce like substance that I got on my hand. 
When I tried to tell the waitress about it, she didn't believe me, informing me of how ""clean they were"". I had to show her my dirty hand for her to wipe it off. She didn't even offer me a napkin.
When our drinks came, my friend noticed big black floaties in her glass. The waitress blamed it on the tea filter.
Another waitress asked if things were going ok, and I said no, telling her about the dirty items.
She argued with me about it! What kind of staff argues with a customer! 
WE WALKED RIGHT OUT, AND YOU SHOULD TOO.
If I could give ZERO stars, I would. This place is filthy!",bhmJrMRVc2sbk8XP00ravw,6,2,1,v35-YNIwNiCyW5c1AgKHgQ
1921685,2017-03-18,0,98hNRWW4AC5IzEg4BP3f5Q,"Went in for AYCE lunch, place was empty. Service was good, but the fish didn't seem as fresh as other places. Not to bad of a price.",Aysf2RzpGE6Q1QxfZEzNxg,0,0,3,OIax55-Qrn2479o-K2hWSQ
1990157,2014-03-08,1,98hNRWW4AC5IzEg4BP3f5Q,"Why bother with ""all you can eat"" when everything tastes the same? We went here to celebrate a birthday. We were waited on by the owner a waitress, who described the owner, ""Dr. Jekyll and Mrs. Hyde."" 

I actually enjoyed our waitress, who tried to make our experience enjoyable. She was constantly deterred from her mission by the proprietor, who gave her nasty looks any time the waitress tried to be helpful.

The sushi specialties are mostly cream cheese filled, deep fried, greasy concoctions that were hard to distinguish from each other. 

The best item on the menu was the lemon marinated Tako (octopus). The ebi was also tasty. 

If you are into spice and heat, their jalapeño popper roll doesn't make it. I asked for their hottest menu item and found it mild. 

If you go here, stick to standard sushi, hope the nice waitress wasn't fired for knowing how to do her job, and look out for Mrs. Hyde!",DbBpcxcTCwHxXxswVcgILw,3,1,1,UnzI6VRWQkDM4B9-p439qg
2016930,2016-12-18,4,98hNRWW4AC5IzEg4BP3f5Q,"If there were such a thing as a neighborhood sushi bar, this would be it. The location is cozy, the service is familiar, and the food is just right. I'm not sure I'd pick it as a date night destination, but it is a good spot to grab lunch or catch up with a friend if you're in the North Vegas area. 

They offer AYCE and the rolls are fairly creative, but the combo meals are the best deal: the sashimi or sushi plates come with multiple courses of soup, salad, tempura, and rice before you even get to the main plate. Unless you have multiple stomachs or answer to the name of Matt Stonie, you'll probably be too full to finish, and it's under $20.",bLbSNkLggFnqwNNzzq-Ijw,9,7,3,RJ9GfMaCM0HeGlbzp8XwgA
2019632,2016-08-18,0,98hNRWW4AC5IzEg4BP3f5Q,You won't believe it from the outside but this place rocks and has the best sushi.   Don't tell anyone it's our secret.,neMVTHC6x9zSA45wqRfdyg,0,0,4,GNSG38loaCuAgmscjGrFKw
2019936,2015-04-27,0,98hNRWW4AC5IzEg4BP3f5Q,Friendly. Great if you're in the NW & if Shinji is working. He makes it fun & adventurous- always coming up with new things.,mS8Nd6X3M8Wb_auu2-kMJA,0,0,5,VqmEylOcge7RDyj6IL6lyg
2103922,2013-11-07,0,98hNRWW4AC5IzEg4BP3f5Q,"Had lunch here today and the sushi was ok. Some of the fish didn't look very fresh, specifically the salmon. Also some of the cucumber in my rolls tasted weird. I dunno If it was more of a texture issue or if the pieces of cuke were too big...I really can't explain it. 

They have 3 menus. One is for AYCE, one for lunch specials and an ala carte menu. I went with AYCE and ordered the rainbow roll, Japanese lasagna, 2pcs of super white tuna, and half of the sc7 and volcano rolls. The lasagna was good but it fell apart when I tried to pick it up. I hate that! I shouldn't need to use a fork to eat my sushi! The rainbow was typical rainbow except that cucumber was so prominent it overpowered my roll! Boo. My favorite was the sc7 it was a cali roll wrapped in soy paper with spicy crab, a touch of cream cheese and avocado. Price for my lunch was $23.73 with tax because I didn't order a drink just water. They also have an ayce special which also includes aycd (all u can drink) with choices of Draft beer or sake and that runs $34 something per person. The service was fine no problems there but I can't say I will be going back. There are too many other better sushi spots around town.",JYcCYNWs8Ul6ewG5kCYW4Q,0,1,3,uJiU4IzbywTut9ME9ehSMw
2214679,2015-07-09,0,98hNRWW4AC5IzEg4BP3f5Q,"What a great find, very cozy place. Walked inside and found they had very nice decorations, nice music and friendly staff.

I came right when dinner started had a great conversation with the sushi chef, the original chef when the place opened 5 years ago. Said that he returned about year ago so I imagine many of the lesser reviews were for other sushi chefs.

My favorites were the Spider Roll and the Cabo Roll.

Spider Roll - the plate presentation of the soft shell crab was great, sauce spiraled in the middle of the plate with soy and seaweed wrap. 

Cabo Roll - great combination of spicy tuna and salmon - loved the crunch of the roasted sesame seeds.

Overall loved the care and attention from the authentic sushi chef, unlike the crowded mass made sushi places at other AYCE like Yama. You won't be disappointed to stop by this local place.

Was a fan of their specials as well:
Options for all-you-can-eat/drink, happy hour from 9-10:30pm, and a stamped card, 12 visits and next visit free! If it's your birthday bring 5 guests and your meal free (before or after your specific birthday is okay) 

All these reasons are compelling enough for me to come back versus driving all the way downtown or Chinatown for other Sushi spots, a must for those in the area!",FRvu5ZOOARYNp0L0KITcCw,2,0,5,qiahGEBKSoufa4YH-OR9fg
2314908,2014-05-07,0,98hNRWW4AC5IzEg4BP3f5Q,"Amazing. I was hooked the first time I came here. The waitresses have an upbeat attitude and are willing to work with whatever needs me and my friends have as customers, however when the owner is around they are reprimanded for even having a 10 second conversation with a customer, even if it's about the food, which is something that needs to be improved. The interior of the restaurant is not the greatest, it looks like they bought their decor from big lots; go elsewhere if you are looking for a location to host a formal event. The menu has a decent selection, I've never been dissatisfied with any dish I've had there. They do not try and scam you by adding copious amounts of rice like I've seen other restaurants do. The orders go in very quickly and are never messed up. I absolutely love this place and know refer to it as our ""usual"" sushi place and will always come back.",RhYx6F99LAZ9bAZu596vKw,2,0,5,GfFhwgFwcZ5i7NRXp7_7tg
2345572,2013-04-25,0,98hNRWW4AC5IzEg4BP3f5Q,Love this place!! The waitresses are nice and friendly. Love the lunch specials and bday special!,oljGa48aGXWwlq8ltcxAMQ,1,0,5,KUBbxXxwRDo5hmnG7_YTBQ
2358141,2017-06-05,0,98hNRWW4AC5IzEg4BP3f5Q,"My boyfriend and decided to come here for date night. It's close to where we leave so we figured why not? We ordered at least 6 rolls each with your sides and all the appetizers. The baked scallops... let me tell you... they were AMAZING. I wanted to order more. Something with the sauce is what got us addicted. I suggest if you stop by this place, you HAVE to try the scallops. Also, the customer service is high up there. Our rolls were made within 5-10 mins. (Under 10) the hostess/waitress really took the time to get to know some customers from what I saw including my boyfriend and I. It's a really great atmosphere if you're looking for just a quiet date for some sushi. HIGHLY RECOMMEND TO TRY THIS PLACE OUT.",q4hzf44QdSOHZjp6wz5DNg,0,0,5,iULsXpZaIwyNixOGa9sVWg
2381297,2012-01-04,0,98hNRWW4AC5IzEg4BP3f5Q,"This is one of my favourite sushi restaurants in town.  Some may say that the exterior is a bit tacky, but I prefer understated.  To be honest, the fact that this place doesn't have the same curb appeal as some of the trendy spots makes the dining experience much more personal.  For the most part when I'm in the restaurant, I see the same familiar faces.

As far as the food goes, anything that I've ordered from the AYCE menu is great.  Appetizers and dessert are included, which is great.  My wife doesn't eat sushi, so she always orders from the a la carte menu, and she can't think of a bad thing to say, either.

I come here with my family (wife and two young daughters), and I never feel awkward bringing my kids in.  The first time we ever came in, the sushi chef saw my daughters and cut up an orange to look like a bear, just for them!

The food, the atmosphere, and the general pleasant nature of this place keeps my coming back.",k5Nx3rTzQArTokiuWqLLeg,0,0,5,X4_r_D0CFJn6dhY7CsaoLg
2401426,2012-05-19,0,98hNRWW4AC5IzEg4BP3f5Q,"I don't get these other reviews.  The atmosphere is a little dated but the food is great.  They have some really wonderful specialty rolls.  We have always found the staff friendly and fun ( even taking several shots of saki with us). i can honestly say my wife and i have tried 95% of all sushi restraints on the North side of town and enjoy Sushi Sage the best, scan bet the food and price.",Re8Inal-A8g7W0Dz_gmkfw,3,1,5,zSX6YQxanAerEVZ2VN7xPQ
