,date,funny,business_id,text,user_id,useful,cool,stars,review_id
2797532,2014-04-12,2,px2l_fl2_LlVthj50T7o2g,"I always try to hit up places I havnt been to so this was a random stop. also try to reserve judgement until I am completely done with my experience and only taking a quick glance at the rating because when you check in, you cant help but notice it.

So I walk in and look over my options. Their theme here is Chinese/Thai fusion. I see that they have lunch specials which is always good for peeps like me who appreciates decent food at decent prices. If you refer to my pic, the lunch specials are from open to 4 pm everyday. Choose an item from the list along with either Lo Mein, Steamed Rice, or Fried Rice. You also have an extra side option from a Vegetable Egg Roll, Cream Cheese Won Tons, or Soup (Egg Drop, Hot n Sour or Won Ton).

I went with the Orange Chicken (typical right?), Fried Rice, and Hot n Sour Soup from the 5.75 list. Keep in mind a drink is not included but I got water and it was definitely from their tap.

First off, I gotta say that the Hot n Sour Soup was excellent! Not too salty or bland and enough ingredients to round out the taste. It was steaming hot!

As for the entree, the Orange Chicken was crispy and the orange tang to it was good. Only thing I noticed was that some of contents could of been more consistent meat portion instead of extra batter.

Now for the Fried Rice. Wow. No, not the good kind of wow. The what the heck just happened wow. The Fried Rice was not the typical fried rice I was used to. There was like nothing in it. You know like peas, carrots, onions, etc. It seemed like they put a couple drops of soy sauce and mixed in a quarter of an egg. It didnt have much flavor to it. 

Total I paid was $6.20 including tax. I left a dollar tip on the table for the service was ok.   If it wasnt for the Hot n Sour Soup being so good, this would of easily been 2 stars. At least the the above mentioned was edible. Maybe next time I will just go with a large bowl of soup. Either that or risk trying another entree in hopes that the cook was just having a bad day at the time. Either way, I will update accordingly.

Yelp 2014 365 Review Challenge #98",0FMte0z-repSVWSJ_BaQTg,5,4,3,OkM1H2DEemm-9fNEjTUUzQ
2999323,2014-10-31,0,px2l_fl2_LlVthj50T7o2g,"Ordered thru eat24.com waited an hour and a half after my order was confirmed. It says 45 min wait time. 

Ordered a dinner special and asked for little to no sauce and my food was covered in sauce.

 Food arrived cold (for a 6 min drive that's not acceptable). Defiantly not very impressed. And no the food does not make up for it.",I9TSSFY4BAuKRFHbra0u8w,1,0,3,njFAEyZtzc9HpdB2KBhrig
3099683,2017-01-14,0,px2l_fl2_LlVthj50T7o2g,"I used to stop in a lot when I worked in the area, now not as much but I will drive out of my way for this place. Super friendly staff, good food. I don't what it is about the fried rice, but it's my favorite part.",DW-hZnFEfXWX1Y97_K-27A,0,0,5,KtCaJ5Eu6POnNY9MOhvy4g
3275206,2017-12-05,0,px2l_fl2_LlVthj50T7o2g,"This was the worst Chinese food I've ever had

8 dollar lunch special included soup.  I chose wonton. Had an extremely fishy taste.  Cashew chicken had exactly 2 pieces of a chicken like substance and rest was peppers and foul tasting carrots
Overall very bad
Place was empty and staff was eating in the dining room when I went
Annoyed they had to get up and wait on me 

Save your money, skip lunch whatever just totally avoid",Dq8fmUT5tjqKs8JqO6FifA,1,0,1,M3TWLC8C41kn1atTIgaCEQ
3356184,2014-10-25,0,px2l_fl2_LlVthj50T7o2g,"The only reason I give 4 stars is the fact that their delivery takes a little longer than the average place but my husband and I have ordered a handful of times and the food is pretty good. Our order is always correct, always hot and the drivers are always very nice. If you are looking for decent take out with great service then I suggest this place. If you get delivery, I would definitely order before you are starving.",M7rBV-dNcugqWM9vd--L2g,0,0,4,G6qNQp5OIT8hg7XcNTfT2g
3538923,2016-07-19,0,px2l_fl2_LlVthj50T7o2g,Ordered war wanton- excellent! First time here. Everything I ordered was fresh and hot. The cashier brought the food out to my car. I definitely will be back soon.,4ATDq7cViDxSFRaV49uGeA,0,0,5,mtTsiU0iJYZF71YQSe8yMg
3563147,2014-11-09,0,px2l_fl2_LlVthj50T7o2g,"I used to get takeout from here a lot. When I lived closer. It is really fine. Nothing to get excited about, but not terrible. I had the Pad Thai lunch special and it is nice that they use breast meat. I thought that it was too sweet and it is weird that it comes with rice. The fried rice is not great. Not bad tasting, just plain and not worth eating, really.   The service was very friendly.",msxc1VlPTD6E-0Kns7bIFw,1,0,3,hnT8dGzgcPaD-DZmzLs3JA
3584191,2016-12-10,0,px2l_fl2_LlVthj50T7o2g,The employees are nice and the food is always yummy.  I like the chicken pad thai the most.  It takes a little long so call ahead.,r365iah2e1Zm2ickWhHhCw,1,1,5,6-c-NvRMrHyKe3-N9jSyKg
3597908,2013-03-23,0,px2l_fl2_LlVthj50T7o2g,"In my never ending search for Chinese food similar to the et oats version I grew up with I tried China Joe's. I went with the General Tso's chicken. The chicken was decent but the fried rice was horrible. It was white rice with a fried egg and onions. Missing seasoning and. Good amount of soy sauce was lacking. The main item I miss was the egg roll. I grew up with a plump roll stuffed with pork and veggies. Call them what they are,veggie rolls or spring rolls",L8cvMZLWmM4qWTl9SkxJ8g,2,0,2,Ug-5OW5Uvl8a4PK8OFVNPQ
3853744,2014-02-27,0,px2l_fl2_LlVthj50T7o2g,This is horrible. Got the lemon chicken. It's a patty of country fried chicken with lemon sauce. It's horrible. Took 20 minutes to get my food and the egg roll is cold.  I'm dining in. Save your money.,WdTpi9uyx6Q_XRZGGgPOfw,1,0,1,EhD5WQkXJCIKo_nBRrdEMw
3896513,2015-03-14,0,px2l_fl2_LlVthj50T7o2g,Soooooo good!! Awesome pork fried rice. Delivery available even though I'm 6 miles away. Will DEFINITELY be ordering from here forever and ever. Delivery was on time too! Everything tastes homemade.,kVzYOc9JIKMtSOPTYe1qMQ,0,0,5,3ebpaDvAvHUfdzK7EMJ7Cw
4159678,2017-05-21,0,px2l_fl2_LlVthj50T7o2g,"First off, most of the negative reviews are about delivery drivers service not the actual restaurant. There is always a chance your food might arrive cold and that the specific driver forgets something or doesn't even check to make sure your order is correct. Which is why I don't order delivery. Do walk in to China Joe's and you won't be disappointed, the restaurant is bright and clean. I have gotten the orange chicken and it was great, both times. The cashier was friendly and made sure I had everything I needed. Next time I am going to try the Kung pao shrimp. All I can say is China Joe's is a good Chinese restaurant, nothing fancy just good food, I just wish the lazy people who complain about issues with their delivery on time, or accuracy need to realize they are damaging the businesses image, and not actually reviewing the food for what it is, Good!",XeDWCv8KbMCwklCP0jc9Ew,0,0,5,IKovi1cvtsunn6wzWfICCQ
4225397,2017-03-23,0,px2l_fl2_LlVthj50T7o2g,"Hi Everyone,

With high hopes of finding a better Chinese delivery restaurant than China-A-Go-Go and China AAA, we tried China Joe's on Eastern for the first time on 3/9/17. We had every intention of posting a positive review for our first delivery, but never got the chance as we placed our second order on 3/21/17. Our first experience on 3/9 was pretty good with the exception of the 45 minute delivery wait time. 

We ordered 2 individual dinner boxes at $8.25 each, which includes 1-choice of rice or lo mein noodles,  1-side  dish and 1-choice of entree. My husband ordered the Orange Chicken while I ordered Kung Po Shrimp, which cost $1.00 extra [for shrimp]. China Joe's did not disappoint and made a great first-impression with [their] tasty egg rolls and lo mein noodles. 

We ordered again on 3/21/2017 - this time around I ordered Kung Po Chicken and my husband ordered Teriyaki Chicken. We both ordered the lo mein and added 1 full order of egg rolls to include extra dipping and soy sauce, with an emphasis on ""dont forget to bring chopsticks"".

Unfortunately, our entire meal was a BIG disappointment. The egg rolls were ice cold and ""blah"" tasting - blah, blah, blah... AND the chicken on both entrees was so tough that we had to chew, chew, and keep chewing just to get thru our meals lol. We only ate enough to satisfy ""our hunger pangs"", then threw the rest away in the garbage can -  which meant, NO Chinese leftovers for breakfast or lunch the following day - a total bummer :(. Also, my driver forgot to bring our chopsticks, IS a big part of the dining experience in my opinion. 

We did not bother to call and complain. To be frank, I am growing very tired of the lack of consistency and subpar food when it comes to delivery and takeout dining. We've decided to simply move past this bad experience and continue our quest to find a suitable Chinese restaurant that delivers quality food in our area.

Since our first dining experience with China Joe's was favorable, we gave them 2 stars. As for our 2nd visit, we reluctantly give China Joe's 1 star as the Yelp site does not offer patrons the ability to rate a company at zero stars or below.   

[Post script] -  I just learned that China Joe's uses third-party delivery companies such as GrubHub to deliver its food orders. Since I live only a few blocks away, it now makes sense why both deliveries took over 45-minutes for delivery.",R1rSIg-W14f3UDATQ-bWZQ,0,0,2,nJj-AXZ0tLqbp2cW-d0hyg
4241475,2016-05-07,0,px2l_fl2_LlVthj50T7o2g,"NOT VERY GOOD. not good at all. got the wontons based on yelp reviews. are you fu#king kidding me??? those who recommended these wontons should never be allowed to review or rate anything anymore. royal chicken was gross, fried rice is not your typical fried rice, not sure what this is.  AVOID AT ALL COSTS. DO NOT GO HERE!!! the end.",C_hUvw2z0R-Rv0yZb6QCZA,1,0,1,NaWGopPFd4X2nHSz-mMCEw
4519098,2018-03-28,0,px2l_fl2_LlVthj50T7o2g,"My family and I come here quite a bit, and Ive even gotten some of my co workers going there. Usually the food is pretty good, its hit and miss, but today.. I made an order and it was gritty and tasted horrible. I called to inform them and they were rude and very abrasive. The lady that answered even hung up in my face. I returned the food to have them make another, which the new order of my rice was over processed and it still tasted horrible. The lady at the counter was very unprofessional and didnt even offer an apology for the mistake. This was a complete waste of my gas, $10.00 and time.. I hate to say, I will probably never return to this place and I will have to let my loved one know of my experience. I dont want them to experience the incredibly disrespectful behavior and nastiness I received today..",fVozVg2o8zT-88f9OgzgnQ,0,0,1,ztfy2va5ZF83suWsU-AC6w
4575787,2015-08-30,0,px2l_fl2_LlVthj50T7o2g,"We recently moved to Las Vegas and are pretty picky about our Chinese food.  This was the third place we've tried and it's def our favorite!  We got the appetizer sampler, chicken fried rice and chicken lo mein. Most of it was really good.  I didn't care for the lo mein or the ribs.  Next time we'll get chicken fried rice,  chicken wings,  chicken fried won tons and cream cheese win tons.  Unfortunately they were out of the chicken satay but they gave us extra chicken wings to make up for it which are amazing.  The home made sauce they serve is pretty good as well.",94YwuBX_cJyH6tzzgEDmyg,2,1,4,vf505HDyL4RB2EvPXI4Lhw
4592548,2017-02-19,0,px2l_fl2_LlVthj50T7o2g,"Unfortunately the food and service was lacking. It took 25+ to get my order and when I got home the food was bland. String beans were chewy and waxy, walnut shrimp has drenched in the sauce. I won't be returning!",kivCESx1MYCg2i9-cohG6A,2,0,1,WZXX8mbUPubxvCIOeMXzEA
4620617,2011-01-13,3,px2l_fl2_LlVthj50T7o2g,"Despite what people say about China Joe's, I used to love ordering from them. I would get their Curry Chicken lunch special and be perfectly happy. That was about ten years ago.

Fast forward to now. China Joe's has gone through ownership changes and they haven't had Curry Chicken on the lunch special menu for several years. As a result, I pretty much never go there anymore. For some reason, I decided to get lunch there today. Being a General Tso's Chicken fan, I went with that ($5.25). It smelled amazing as I was driving back to the office, but when I opened the container, it just looked off. The sauce for the chicken was way too dark, like they just threw a ton of soy sauce into the mix. It actually tasted OK, but definitely not like the GTC I was hoping for. Appearance affects taste almost as much as smell and something just didn't seem right in my mind.

It may be unfair to dismiss them based on one dish, but I don't think I'll be returning (at least for another few years). In a way, I'm glad. Having one less option to choose from makes the lunch decision ever-so-slightly easier.",YwaKGmRNnSa3R3N4Hf9jLw,6,3,2,eC4T4BH3B1zkn4JSr6DW_A
4655422,2012-02-11,0,px2l_fl2_LlVthj50T7o2g,"China Joe's is in my neighborhood. So, occasionally I eat there. Usually during the lunch special, which ends at 4 pm.
 From my experiences China Joe's rates on the tier of okay. On a previous visit, I was not enthralled by the shrimp with lobster sauce. On this visit, I was not enthralled by the spicy eggplant. On previous visits the spicy eggplant was tasty. The wonton soup could of used an additional wonton or two.
  The lunch special costs approximately $6. Compared to China Garden and Chop Stix, a fountain drink is not included for dine in guests. An additional $2 will substitute wonton soup for egg drop soup. 
  Ambiance? China Joe's has a take out ambiance. 
  Return factor: It is near my house, so I'll probably return.",0tvCcnfJnSs55iB6mqPk3w,1,0,3,vkYWXHAAmcYABCQ301qIMg
4686740,2015-03-14,0,px2l_fl2_LlVthj50T7o2g,"I ordered the walnut shrimp with fried rice. The shrimp they gave me were pretty big. I felt like there was a lot of breading though. It wasn't really that great. The fried rice had a weird taste to it. Overall, the food was okay. I couldn't finish everything. 

The lady who answered the phone was nice. It was kinda hard to understand her though. The guy who delivered was friendly.",WPcEBAbrPZxvCGlvH9XLsQ,3,0,3,x1SIeNhbNKPlQbgLgvLaEg
4825844,2018-04-04,0,px2l_fl2_LlVthj50T7o2g,"This place isn't given enough credit. I just love the family who run this place. We are always welcomed. I get tea a lot, while waiting for my daughter to take a class,.but I've gotten take out plenty of times. I've never really been disappointed.",eRRQJYLUWkBhf_ETbMKN6w,1,0,5,R7aoeGi5TZ1JCdOaCUWB5A
4863448,2017-03-21,0,px2l_fl2_LlVthj50T7o2g,"Went in today and ordered lunch. Ordered 2 lunch specials and an order of fried rice to go. When my order was ready, I was handed only 1 lunch special and order of fried rice. Cashier was rushing like there were 50 customers waiting in line. Mind you we were the only ones there. However when I got home. The lunch special was wrong. I called to complain and cashier told me she can not do anything. Last time I'm eating here!!!!",h4Z2NtUTHvTEy8umjXKCwA,2,0,1,-thHRqLiPZITs1F1LsRKbw
4970713,2014-01-13,0,px2l_fl2_LlVthj50T7o2g,Couldn't fault them. Spring rolls were good. Sesame chicken extremely good. The pad thai was yummy but could have done with a bit more flavor and the cashew chicken could have done with a few more cashew but overall it arrived hot and tasty!!,9Y2uuFlLIaQJiqA8bODsXw,0,0,4,8dM14URC4qeZh9JjZHTHXA
5006274,2017-03-04,0,px2l_fl2_LlVthj50T7o2g,Don't lie to your customers when you forget part of their order. I've never heard of a Chinese restaurant being out of chopsticks... when I called they told me they actually do have them they just couldn't give us any? Are you out of rice too?! Not a good first impression..,56zhEH4dDKRUilpl25S4AQ,1,0,1,nlQRJ2CXo7JKANNvp4UxlA
5066290,2012-10-09,0,px2l_fl2_LlVthj50T7o2g,"EDITED: I feel like anyone that leave this place a negative comment are just a bunch of impatient a-holes. You have to wait awhile for your delivery order from almost everywhere (except chains like Pizza Hut and they have a lot of money to just comp assholes like you fishing for free food free shit). They're all about quality AND QUANTITY here. It's a family owned and ran business. This place is truly a hidden gem. This location on eastern only, not the other China Joe's. Sadly, they get mixed up with the other locations sometime and the other locations are not as good. 

I love the service here, very different Asian restaurant environment. It's family owned and operated and they take the time to get to know their customers. The food is also amazing, I LOVE their Thai food! 

They can even make any dish vegan/gluten free!!! Also big portion. Very good quality AND quantity. 

Any bad reviews are probably from the previous owners. Give this place a try, you will love them!",eqwlKcJOy2yTNszoJGY-nQ,0,0,5,GXbrGeyIqgvdGgizxmp7Gw
5203166,2017-06-07,0,px2l_fl2_LlVthj50T7o2g,"I moved from Kansas to Vegas about a year ago and I was consistently disappointed with the Chinese food here in the area. I finally found China Joe's and couldn't be more thrilled. The service is great, and since we order the same items every week on the same day, the owner just says ""I know you, it'll be ready in 15 minutes"".... love it! I even converted my boyfriend who was going all the way to Chinatown (from Henderson), and he's extremely picky!",mrRU8uddlKnkcYG6QeM_Gg,0,0,5,I4tV3R8ZR_87QD77d-9h4g
5287653,2012-12-26,0,px2l_fl2_LlVthj50T7o2g,Really poor food especially the lemon chicken; It was burned and chewy. More of chicken jerky--totally unedible. Egg Foo Young was not traditional. Wonton soup was okay and that's about it. Took forever to make our food. My strong guess is that the chef is not trained in cooking whatsoever.,tv5suOREoF8PVA5mtFWYmQ,2,2,1,bg0WhU0FUezb0lc3oM2c4w
5444257,2013-04-29,0,px2l_fl2_LlVthj50T7o2g,Best Chinese delivery I've ever had in Henderson. The cream cheese wontons are to die for. We had our food to us in 32 minutes. I think that's outrageously fast. I will definitely order from them again. :),jYNoxYKUB6u1hfSzeWoTvg,2,0,5,Ky6G3ln7-4-HSVOn642yeg
5501807,2013-04-30,0,px2l_fl2_LlVthj50T7o2g,"I ordered the green curry, chicken lettuce wraps, walnut shrimp and crab Rangoon. It was all SO SALTY I couldn't even eat it!!! I'm so disappointed. Never again!!",m1as24R-sWCq6Oh-9oXQNQ,2,1,1,L1nqULr6Fhh9cWdiBD60-w
5541145,2017-03-23,0,px2l_fl2_LlVthj50T7o2g,"This is too many stars, do not order delivery, twice now took an hour. Food was ice cold, the first time it was hot and the egg rolls were so good. The next time and Last COLD food egg rolls were nasty, we even ordered and extra order of egg rolls, but you only get TWO. Chicken teriyaki was tough as a cheap steak and ICE COLD, inedible food and no flavor the second time. Although I thought the food was good the first time, even though it took 1 hour to deliver, the second time it was nasty, cold and the good egg rolls from the first time were empty piles of mush this time. SAVE YOUR MONEY, even china a GO GO is better if you can believe that. They have some real problems with delivery and food preparation. You need some focus folks, maybe a better GM or District Manager would help. NASTY, TASTLESS TRASHY COLD food, If you order and you get trash, do not bother to call them, you will not get a hospitable response, or your money returned, or have them come back and pick the nasty food up and replace it
. JUST STAY AWAY I hope I saved you $30-$40 for two people  CLOSE THIS PLACE DOWN",TIAiAEVM2TyoAjJ5Xbt3xw,0,0,1,t8T1iFdVjhJoYFzFHjiLzQ
5607036,2018-02-26,0,px2l_fl2_LlVthj50T7o2g,This Chinese place is a hit or miss sometimes it's really great and other times it's not so much. I would definitely recommend the Pad See Ew with fried rice. They have great lunch prices.,5oXafB-0i7q2m5OTbiBoRw,0,0,4,EzWy_XbSnqieKGzApZZNyw
5633135,2016-02-14,0,px2l_fl2_LlVthj50T7o2g,"This place has really gone downhill over the years. Last night I ordered food delivered. It took an hour to receive. Not a big deal. The food was hot and the quantity was sufficient. The quality of food was not good. I ordered the fried rice, mongolian beef, and chicken wings. It all tasted the exact same. No flavor. It all seemed like it had been cooked in the same wok with the same seasonings. Not good food.",CIfb8avje6UhqQZaF74VVg,2,0,2,pzk8ir4csAyrJUeF-gjIfg
5654904,2018-01-17,0,px2l_fl2_LlVthj50T7o2g,I love going to this place. The food is amazing and everyone is so friendly. I am obsessed with the cream cheese wantons. They recently remodeled and the place looks fantastic. I will be going back soon.,GpgGKxyXQ8RyN8FeD-JySw,0,0,5,3JZRsZnlzRIqgLe-mjQKEg
5803064,2016-07-08,1,px2l_fl2_LlVthj50T7o2g,"Cashier is very unethical. The cook was very nice & hospitable, he brought the our food & offered if we needed anything else, thats why I am giving a 2 star. But I have to say the food they serve is nothing to have me come back. I ordered a Chinese Chicken Salad. Literally, school or hospital food is better then what I got. My salad was just lettuce & fried chicken on top. Literally.",CjSjNjsuhrbmIbKtk8xOWw,1,0,2,QHj2tM4i6nonqg3acnHnfg
5819959,2015-09-22,0,px2l_fl2_LlVthj50T7o2g,"The food is delicious! The lo-mein is to die for. But I still have to complain about the lady that works there because she is rude and doesn't care 1 bit about whether or not your food is over an hour late which sucks. I ordered my food at 12:04, it's 1:24 now and I still have not received anything. I've called twice since the 1 hour mark and was told 15 more minutes and then 10 more minutes. I work 2 minutes from this location. No apologies, no remorse. They did not give a single fuck. In fact the woman who answered wanted to argue with me as if I was out of line for being upset that my food is taking over an hour to get here. Lunch rush or not, this is ridiculous. Going on 1 hour and a half to get a lunch special.. So frustrating because their food is actually quite good but the service is lame. The delivery guy is nice though, not his fault at all.",v3in4pF9w0wxtPNF09za5Q,0,0,5,fN1OegvB2JsV4m-a6Xlh4A
